height,height_1:07:00::_the vertical dimension of extension; distance from the base of something to the top,under/under%5:00:00:low:01/located below or beneath something else,high/high%3:00:01::/(literal meaning) being at or having a relatively great or specific elevation or upward extension (sometimes used in combinations like `knee-high'),low/low%3:00:01::/literal meanings; being at or having a relatively small elevation or upward extension,deep/deep%5:00:00:low:01/with head or back bent low,upper/upper%5:00:00:high:01/higher in place or position,steep/steep%5:00:00:high:01/of a slope; set at a high angle,commanding/commanding%5:00:00:high:01/used of a height or viewpoint,towering/towering%5:00:00:high:01/of imposing height; especially standing out above others,squat/squat%5:00:00:low:01/having a low center of gravity; built low to the ground,high-level/high-level%5:00:00:high:01/occurring at or from a relative high altitude,low-level/low-level%5:00:00:low:01/occurring at a relatively low altitude,high-stepped/high-stepped%5:00:00:high:01/having or moving with a high step,high-topped/high-topped%5:00:00:high:01/(of shoes or boots) having relatively high uppers,low-lying/low-lying%5:00:00:low:01/having a small elevation above the ground or horizon or sea level,altitudinous/altitudinous%5:00:00:high:01/indefinitely high; lofty,flat-growing/flat-growing%5:00:00:low:01/of plants that grow relatively low to the ground,low-set/low-set%5:00:00:low:01/lower than average,,,
recognition,recognition_1:26:00::_the state or quality of being recognized or acknowledged,given/given%5:00:00:acknowledged:00/acknowledged as a supposition,accepted/accepted%5:00:00:acknowledged:00/generally approved or compelling recognition,secret/secret%5:00:00:unacknowledged:00/not openly made known,acknowledged/acknowledged%3:00:00::/recognized or made known or admitted,unsung/unsung%5:00:00:unacknowledged:00/having value that is not acknowledged,unrecognized/unrecognized%5:00:00:unacknowledged:00/not recognized,unacknowledged/unacknowledged%3:00:00::/not recognized or admitted,assumptive/assumptive%5:00:00:acknowledged:00/accepted as real or true without proof,declarable/declarable%5:00:00:acknowledged:00/that must be declared,putative/putative%5:00:00:acknowledged:00/purported; commonly put forth or accepted as true on inconclusive grounds,self-confessed/self-confessed%5:00:00:acknowledged:00/owned up to,unconfessed/unconfessed%5:00:00:unacknowledged:00/not admitted,,,,,,,,
offensiveness,offensiveness_1:07:00::_the quality of being offensive,rank/rank%5:00:00:offensive:01/very offensive in smell or taste,hideous/hideous%5:00:00:offensive:01/grossly offensive to decency or morality; causing horror,wicked/wicked%5:00:00:offensive:01/highly offensive; arousing aversion or disgust,offensive/offensive%3:00:02::/causing anger or annoyance,ghastly/ghastly%5:00:00:offensive:01/gruesomely indicative of death or the dead,obnoxious/obnoxious%5:00:00:offensive:01/causing disapproval or protest,repulsive/repulsive%5:00:00:offensive:01/offensive to the mind,abusive/abusive%5:00:00:offensive:02/expressing offensive reproach,creepy/creepy%5:00:00:offensive:01/annoying and unpleasant,morbid/morbid%5:00:00:offensive:01/suggesting the horror of death and decay,innocuous/innocuous%5:00:00:inoffensive:01/not causing disapproval,inoffensive/inoffensive%3:00:01::/giving no offense,offenceless/offenceless%5:00:00:inoffensive:02/incapable of offending or attacking,scrimy/scrimy%5:00:00:offensive:01/dirty and disgusting,verminous/verminous%5:00:00:offensive:01/of the nature of vermin; very offensive or repulsive,,,,,
direction,direction_1:24:00::_the spatial relation between something and the course along which it points or moves,in/in%5:00:00:incoming:00/directed or bound inward,out/out%5:00:00:outgoing:00/directed outward or serving to direct something outward,next/next%5:00:00:incoming:00/(of elected officers) elected but not yet serving,past/past%5:00:00:outgoing:00/of a person who has held and relinquished a position or office,effluent/effluent%5:00:00:outgoing:00/that is flowing outward,outward/outward%5:00:00:outgoing:00/that is going out or leaving,inward/inward%5:00:00:incoming:00/directed or moving inward or toward a center,elect/elect%5:00:00:incoming:00/elected but not yet installed in office,outgoing/outgoing%3:00:00::/leaving a place or a position,designate/designate%5:00:00:incoming:00/appointed but not yet installed in office,incoming/incoming%3:00:00::/arriving at a place or position,influent/influent%5:00:00:incoming:00/flowing inward,inpouring/inpouring%5:00:00:incoming:00/pouring inward,,,,,,,
freshness,freshness_1:07:01::_the property of being pure and fresh (as if newly made); not stale or deteriorated,good/good%5:00:00:fresh:01/not left to spoil,strong/strong%5:00:00:fresh:01/freshly made or left,hot/hot%5:00:00:fresh:01/newly made,"fresh/fresh%3:00:01::/recently made, produced, or harvested",crisp/crisp%5:00:00:fresh:01/pleasingly firm and fresh,caller/caller%5:00:00:fresh:01/fresh,fresh-cut/fresh-cut%5:00:00:fresh:01/cut recently,new-made/new-made%5:00:00:fresh:01/newly made,,,,,,,,,,,,
sensitivity,sensitivity_1:07:00::_the ability to respond to physical stimuli or to register small physical amounts or differences,dead/dead%5:00:00:insensitive:01/devoid of physical sensation; numb,sensitive/sensitive%3:00:01::/responsive to physical stimuli,delicate/delicate%5:00:00:sensitive:01/of an instrument or device; capable of registering minute differences or changes precisely,irritable/irritable%5:00:02:sensitive:01/abnormally sensitive to a stimulus,responsive/responsive%5:00:00:sensitive:01/reacting to a stimulus,insensitive/insensitive%3:00:01::/not responsive to physical stimuli,nociceptive/nociceptive%5:00:00:sensitive:01/caused by or in response to pain,photosensitive/photosensitive%5:00:00:sensitive:01/sensitive to visible light,erogenous/erogenous%5:00:00:sensitive:01/sensitive to sexual stimulation,highly_sensitive/highly_sensitive%5:00:00:sensitive:01/readily affected by various agents,radiosensitive/radiosensitive%5:00:00:sensitive:01/sensitive to radiation,unreactive/unreactive%5:00:00:insensitive:01/not tending to react to stimulation,,,,,,,,
commerce,commerce_1:04:00::_transactions (sales and purchases) having the objective of supplying commodities (goods and services),technical/technical%5:00:02:commercial:00/resulting from or dependent on market factors rather than fundamental economic considerations,commercial/commercial%3:00:00::/connected with or engaged in or sponsored by or used in commerce or commercial enterprises,mercenary/mercenary%5:00:00:commercial:00/profit oriented,nonprofit/nonprofit%5:00:00:noncommercial:00/not commercially motivated,blue-sky/blue-sky%5:00:00:noncommercial:00/without immediate commercial value,mercantile/mercantile%5:00:00:commercial:00/relating to or characteristic of trade or traders,noncommercial/noncommercial%3:00:00::/not connected with or engaged in commercial enterprises,uncommercial/uncommercial%5:00:00:noncommercial:00/not conducive to commercial success,,,,,,,,,,,,
alarm,alarm_1:12:00::_fear resulting from the awareness of danger,sick/sick%5:00:00:alarming:00/shockingly repellent; inspiring horror,terrible/terrible%5:00:00:alarming:00/causing fear or dread or terror,threatening/threatening%5:00:00:alarming:00/threatening or foreshadowing evil or tragic developments,ugly/ugly%5:00:02:alarming:00/provoking horror,formidable/formidable%5:00:00:alarming:00/inspiring fear,appalling/appalling%5:00:00:alarming:00/causing consternation,chilling/chilling%5:00:00:alarming:00/provoking fear terror,hairy/hairy%5:00:00:alarming:00/hazardous and frightening,nightmarish/nightmarish%5:00:00:alarming:00/extremely alarming,alarming/alarming%3:00:00::/frightening because of an awareness of danger,creepy/creepy%5:00:00:alarming:00/causing a sensation as of things crawling on your skin,stupefying/stupefying%5:00:00:alarming:00/shocking with surprise and consternation,petrifying/petrifying%5:00:00:alarming:00/paralyzing with terror,unalarming/unalarming%3:00:00::/not alarming; assuaging alarm,,,,,,
curliness,curliness_1:07:00::_(of hair) a tendency to curl,straight/straight%3:00:03::/(of hair) having no waves or curls,curled/curled%5:00:00:curly:00/of hair having curls,crisp/crisp%5:00:00:curly:00/(of hair) in small tight curls,curly/curly%3:00:00::/(of hair) having curls or waves,wavy/wavy%5:00:00:curly:00/(of hair) having waves,uncurled/uncurled%5:00:00:straight:03/not having been curled,permed/permed%5:00:00:curly:00/styled with permanent waves,ringleted/ringleted%5:00:00:curly:00/(of hair) shaped into ringlets,unpermed/unpermed%5:00:00:straight:03/not having had a permanent wave,,,,,,,,,,,
sensationalism,sensationalism_1:10:01::_subject matter that is calculated to excite and please vulgar tastes,yellow/yellow%5:00:00:sensational:00/typical of tabloids,screaming/screaming%5:00:00:sensational:00/resembling a scream in effect,"sensational/sensational%3:00:00::/causing intense interest, curiosity, or emotion",shocking/shocking%5:00:00:sensational:00/glaringly vivid and graphic; marked by sensationalism,"unsensational/unsensational%3:00:00::/not of such character as to arouse intense interest, curiosity, or emotional reaction",,,,,,,,,,,,,,,
sexual_activity,sexual_activity_1:04:00::_activities associated with sexual intercourse,straight/straight%5:00:00:heterosexual:00/not homosexual,gay/gay%5:00:00:homosexual:00/homosexual or arousing homosexual desires,homosexual/homosexual%3:00:00::/sexually attracted to members of your own sex,butch/butch%5:00:00:homosexual:00/(of male or female homosexuals) characterized by stereotypically male traits or appearance,heterosexual/heterosexual%3:00:00::/sexually attracted to members of the opposite sex,homoerotic/homoerotic%5:00:00:homosexual:00/of or concerning homosexual love,lesbian/lesbian%5:00:00:homosexual:00/of or relating to or characterized by homosexual relations between woman,paederastic/paederastic%5:00:00:homosexual:00/of homosexuality between a man and a boy,transgender/transgender%5:00:00:homosexual:00/involving a partial or full reversal of gender,"transsexual/transsexual%5:00:00:homosexual:00/overwhelmingly desirous of being, or completely identifying with, the opposite sex",transvestic/transvestic%5:00:00:homosexual:00/receiving sexual gratification from wearing clothing of the opposite sex,tribadistic/tribadistic%5:00:00:homosexual:00/of female homosexual behavior that attempts to simulate heterosexual behavior,,,,,,,,
reasonableness,reasonableness_1:07:00::_goodness of reason and judgment,sound/sound%5:00:00:reasonable:00/exercising or showing good judgment,reasonable/reasonable%3:00:00::/showing reason or sound judgment,undue/undue%5:00:00:unreasonable:00/lacking justification or authorization,senseless/senseless%5:00:00:unreasonable:00/not marked by the use of reason,tenable/tenable%5:00:00:reasonable:00/based on sound reasoning or evidence,unreasonable/unreasonable%3:00:00::/not reasonable; not showing good judgment,indefensible/indefensible%5:00:00:unreasonable:00/(of theories etc) incapable of being defended or justified,commonsense/commonsense%5:00:00:reasonable:00/exhibiting native good judgment,counterintuitive/counterintuitive%5:00:00:unreasonable:00/contrary to what common sense would suggest,,,,,,,,,,,
equality,equality_1:07:00::_the quality of being the same in quantity or measure or value or status,even/even%5:00:01:equal:00/equal in degree or extent or amount; or equally matched or balanced,close/close%5:00:00:equal:00/(of a contest or contestants) evenly matched,"equal/equal%3:00:00::/having the same quantity, value, or measure as another",equivalent/equivalent%5:00:00:equal:00/being essentially equal to something,"coordinate/coordinate%5:00:00:equal:00/of equal importance, rank, or degree",uneven/uneven%5:00:00:unequal:00/(of a contest or contestants) not fairly matched as opponents,unbalanced/unbalanced%5:00:00:unequal:00/debits and credits are not equal,equidistant/equidistant%5:00:00:equal:00/the same distance apart at every point,isothermal/isothermal%5:00:00:equal:00/of a process or change taking place at constant temperature,"nonequivalent/nonequivalent%5:00:00:unequal:00/not equal or interchangeable in value, quantity, or significance",odds-on/odds-on%5:00:00:unequal:00/having a better than even chance of success,quits/quits%5:00:00:equal:00/on equal terms by payment or requital,unequal/unequal%3:00:00::/poorly balanced or matched in quantity or value or measure,anisometric/anisometric%5:00:00:unequal:00/having unsymmetrical parts or unequal dimensions or measurements,coequal/coequal%5:00:00:equal:00/having the same standing before the law,equilateral/equilateral%5:00:00:equal:00/having all sides or faces equal,half-and-half/half-and-half%5:00:00:equal:00/in equal parts,isochronal/isochronal%5:00:00:equal:00/equal in duration or interval,isoclinal/isoclinal%5:00:00:equal:00/having equal magnetic inclinations,isometric/isometric%5:00:00:equal:00/having equal dimensions or measurements
